SiteID,Study,TaxonID,Species,Abundance
34,13,6009422,Tangara nigroviridis,7
34,13,6009585,Diglossa albilatera,1
34,13,6009630,Saltator grossus,3
34,13,6009633,Saltator maximus,4
34,13,6009634,Saltator atripennis,7
34,13,6009661,Psarocolius angustifrons,16
34,13,60030149,Thamnophilus atrinucha,2
34,13,60031102,Phaethornis striigularis,31
34,13,60031106,Amazilia tzacatl,10
34,13,60031150,Pyriglena leuconota,3
34,13,60031303,Amaurospiza concolor,5
34,13,60031946,Lepidocolaptes lacrymiger,3
34,13,60032248,Dendrocincla fuliginosa,11
34,13,60032468,Pteroglossus torquatus,7
34,13,60032577,Zimmerius chrysops,24
35,14,60014,Tinamus major,0.33
35,14,600578,Melanerpes cruentatus,1
35,14,600676,Piculus flavigula,1.33
35,14,600693,Celeus grammicus,0.67
35,14,600699,Celeus flavus,0.33
35,14,600701,Celeus torquatus,0.33
35,14,600704,Dryocopus lineatus,0.33
35,14,600884,Galbula albirostris,1.67
35,14,600893,Galbula dea,2.67
35,14,600894,Jacamerops aureus,0.33
35,14,600925,Monasa morphoeus,1
35,14,6001001,Pharomachrus pavoninus,0.67
35,14,6001018,Trogon rufus,0.67
35,14,6001312,Piaya cayana,0.33
35,14,6001598,Pyrrhura melanura,3.67
35,14,6001627,Brotogeris chrysoptera,13.33
35,14,6001639,Pionites melanocephalus,2.33
35,14,6001644,Pyrilia barrabandi,0.67
35,14,6001653,Pionus menstruus,0.67
35,14,6001659,Pionus fuscus,1.33
35,14,6001685,Amazona farinosa,0.67
35,14,6001805,Phaethornis superciliosus,0.33
35,14,6001819,Phaethornis ruber,0.67
35,14,6001899,Thalurania furcata,0.67
35,14,6002488,Patagioenas plumbea,1.67
35,14,6002489,Patagioenas subvinacea,0.33
35,14,6002602,Geotrygon montana,0.33
35,14,6003349,Harpagus bidentatus,0.33
35,14,6004046,Mionectes oleagineus,0.33
35,14,6004092,Todirostrum chrysocrotaphum,2.67
35,14,6004095,Corythopis torquatus,1.33
35,14,6004129,Tyrannulus elatus,2.33
35,14,6004130,Myiopagis gaimardii,4
35,14,6004131,Myiopagis caniceps,3
35,14,6004225,Tolmomyias assimilis,1.67
35,14,6004233,Platyrinchus platyrhynchos,1.33
35,14,6004248,Terenotriccus erythrurus,0.33
35,14,6004375,Rhytipterna simplex,1.67
35,14,6004379,Sirystes sibilator,0.33
35,14,6004405,Ramphotrigon ruficauda,1.67
35,14,6004424,Conopias parvus,0.67
35,14,6004441,Schiffornis turdina,2
35,14,6004451,Pachyramphus marginatus,1.67
35,14,6004498,Lipaugus vociferans,5.33
35,14,6004510,Xipholena punicea,1.33
35,14,6004536,Pipra erythrocephala,3
35,14,6004539,Pipra cornuta,4
35,14,6004540,Pipra pipra,5.33
35,14,6004573,Heterocercus flavivertex,0.33
35,14,6004580,Tyranneutes stolzmanni,4.33
35,14,6004584,Piprites chloris,2
35,14,6004585,Cymbilaimus lineatus,1.33
35,14,6004610,Thamnophilus aethiops,1.33
35,14,6004613,Thamnophilus murinus,6
35,14,6004618,Thamnophilus caerulescens,5.33
35,14,6004653,Epinecrophylla haematonota,0.67
35,14,6004657,Myrmotherula axillaris,3
35,14,6004661,Myrmotherula longipennis,1
35,14,6004668,Myrmotherula menetriesii,0.67
35,14,6004678,Herpsilochmus dorsimaculatus,4.67
35,14,6004704,Terenura spodioptila,1.67
35,14,6004705,Cercomacra cinerascens,1
35,14,6004721,Myrmoborus myotherinus,5.33
35,14,6004724,Hypocnemis hypoxantha,4.67
35,14,6004754,Pithys albifrons,1
35,14,6004758,Gymnopithys leucaspis,3.33
35,14,6004768,Hylophylax naevius,4.67
35,14,6004773,Phlegopsis erythroptera,0.67
35,14,6004859,Synallaxis rutilans,1
35,14,6004965,Philydor pyrrhodes,0.67
35,14,6004988,Automolus infuscatus,2
35,14,6005005,Xenops minutus,1.33
35,14,6005013,Dendrocincla merula,0.33
35,14,6005015,Deconychura longicauda,0.33
35,14,6005017,Sittasomus griseicapillus,3.33
35,14,6005018,Glyphorynchus spirurus,3.67
35,14,6005020,Nasica longirostris,0.33
35,14,6005028,Dendrocolaptes certhia,0.67
35,14,6005030,Dendrocolaptes picumnus,0.67
35,14,6005035,Xiphorhynchus ocellatus,4.33
35,14,6005554,Cyclarhis gujanensis,0.33
35,14,6005594,Hylophilus thoracicus,0.33
35,14,6005600,Hylophilus hypoxanthus,3.33
35,14,6005605,Hylophilus ochraceiceps,3.33
35,14,6006440,Turdus albicollis,2
35,14,6006948,Thryothorus coraya,0.33
35,14,6006989,Microbates collaris,1.67
35,14,6009308,Ramphocelus carbo,0.33
35,14,6009371,Euphonia rufiventris,1.33
35,14,6009445,Cyanerpes cyaneus,0.67
35,14,6009626,Caryothraustes canadensis,0.33
35,14,6009659,Psarocolius viridis,1.33
35,14,6009668,Cacicus cela,0.33
35,14,39535965,Willisornis poecilinotus,4
35,14,60031112,Momotus momota,1
35,14,60031524,Myiobius barbatus,0.33
35,14,60032142,Myrmotherula brachyura,3
35,14,60032159,Capito niger,2.67
35,14,60032177,Hemitriccus zosterops,2.67
35,14,60032248,Dendrocincla fuliginosa,1.33
35,14,60032249,Xiphorhynchus guttatus,1.67
35,14,60032470,Ramphastos vitellinus,2.33
35,14,60032471,Ramphastos tucanus,4.33
35,14,60032522,Zimmerius gracilipes,3.67
35,14,60032648,Schistocichla leucostigma,0.67
35,14,60032666,Trogon viridis,5.33
35,14,60032668,Trogon melanurus,0.33
35,14,60032700,Trogon violaceus,0.67
36,14,60021,Crypturellus soui,2
36,14,60025,Crypturellus undulatus,1
36,14,600324,Odontophorus gujanensis,2
36,14,600578,Melanerpes cruentatus,3
36,14,600704,Dryocopus lineatus,1
36,14,600884,Galbula albirostris,1
36,14,600924,Monasa nigrifrons,1
36,14,6001312,Piaya cayana,1
36,14,6001321,Crotophaga ani,1
36,14,6001579,Aratinga pertinax,6
36,14,6001805,Phaethornis superciliosus,3
36,14,6001819,Phaethornis ruber,4
36,14,6001844,Florisuga mellivora,1
36,14,6001899,Thalurania furcata,1
36,14,6002078,Heliothryx auritus,1
36,14,6002484,Patagioenas cayennensis,4
36,14,6002489,Patagioenas subvinacea,1
36,14,6002562,Columbina passerina,1
36,14,6004060,Hemitriccus minor,3
36,14,6004092,Todirostrum chrysocrotaphum,2
36,14,6004120,Camptostoma obsoletum,2
36,14,6004129,Tyrannulus elatus,3
36,14,6004130,Myiopagis gaimardii,2
36,14,6004226,Tolmomyias poliocephalus,3
36,14,6004248,Terenotriccus erythrurus,1
36,14,6004387,Myiarchus ferox,3
36,14,6004425,Conopias trivirgatus,1
36,14,6004438,Pitangus sulphuratus,1
36,14,6004451,Pachyramphus marginatus,1
36,14,6004498,Lipaugus vociferans,1
36,14,6004536,Pipra erythrocephala,5
36,14,6004539,Pipra cornuta,3
36,14,6004540,Pipra pipra,5
36,14,6004573,Heterocercus flavivertex,3
36,14,6004580,Tyranneutes stolzmanni,2
36,14,6004594,Sakesphorus canadensis,2
36,14,6004613,Thamnophilus murinus,2
36,14,6004617,Thamnophilus amazonicus,4
36,14,6004705,Cercomacra cinerascens,1
36,14,6004707,Cercomacra tyrannina,10
36,14,6004721,Myrmoborus myotherinus,3
36,14,6004758,Gymnopithys leucaspis,3
36,14,6005017,Sittasomus griseicapillus,1
36,14,6005034,Xiphorhynchus obsoletus,1
36,14,6005554,Cyclarhis gujanensis,3
36,14,6006948,Thryothorus coraya,5
36,14,6006969,Troglodytes aedon,1
36,14,6009308,Ramphocelus carbo,15
36,14,6009438,Dacnis cayana,1
36,14,6009445,Cyanerpes cyaneus,4
36,14,6009562,Oryzoborus angolensis,1
36,14,6009640,Saltator maxillosus,2
36,14,6009659,Psarocolius viridis,1
36,14,6009668,Cacicus cela,1
36,14,6009681,Icterus chrysater,1
36,14,39535965,Willisornis poecilinotus,3
36,14,60032159,Capito niger,1
36,14,60032249,Xiphorhynchus guttatus,1
36,14,60032470,Ramphastos vitellinus,2
36,14,60032471,Ramphastos tucanus,4
36,14,60032522,Zimmerius gracilipes,1
36,14,60032666,Trogon viridis,4
37,14,600324,Odontophorus gujanensis,2
37,14,600578,Melanerpes cruentatus,4
37,14,600677,Piculus chrysochloros,1
37,14,600693,Celeus grammicus,2
37,14,600696,Celeus elegans,3
37,14,600704,Dryocopus lineatus,1
37,14,600714,Campephilus melanoleucos,1
37,14,600884,Galbula albirostris,3
37,14,600894,Jacamerops aureus,1
37,14,600924,Monasa nigrifrons,1
37,14,6001001,Pharomachrus pavoninus,1
37,14,6001312,Piaya cayana,2
37,14,6001598,Pyrrhura melanura,4
37,14,6001653,Pionus menstruus,2
37,14,6001805,Phaethornis superciliosus,3
37,14,6001819,Phaethornis ruber,4
37,14,6001899,Thalurania furcata,3
37,14,6002078,Heliothryx auritus,1
37,14,6002484,Patagioenas cayennensis,3
37,14,6004060,Hemitriccus minor,1
37,14,6004092,Todirostrum chrysocrotaphum,2
37,14,6004120,Camptostoma obsoletum,1
37,14,6004129,Tyrannulus elatus,2
37,14,6004130,Myiopagis gaimardii,7
37,14,6004212,Myiornis ecaudatus,1
37,14,6004226,Tolmomyias poliocephalus,3
37,14,6004248,Terenotriccus erythrurus,4
37,14,6004375,Rhytipterna simplex,2
37,14,6004382,Myiarchus tuberculifer,1
37,14,6004387,Myiarchus ferox,1
37,14,6004425,Conopias trivirgatus,2
37,14,6004451,Pachyramphus marginatus,2
37,14,6004498,Lipaugus vociferans,1
37,14,6004539,Pipra cornuta,10
37,14,6004540,Pipra pipra,5
37,14,6004573,Heterocercus flavivertex,3
37,14,6004580,Tyranneutes stolzmanni,1
37,14,6004585,Cymbilaimus lineatus,2
37,14,6004594,Sakesphorus canadensis,2
37,14,6004613,Thamnophilus murinus,2
37,14,6004618,Thamnophilus caerulescens,6
37,14,6004657,Myrmotherula axillaris,8
37,14,6004668,Myrmotherula menetriesii,2
37,14,6004678,Herpsilochmus dorsimaculatus,
37,14,6004705,Cercomacra cinerascens,6
37,14,6004707,Cercomacra tyrannina,4
37,14,6004721,Myrmoborus myotherinus,8
37,14,6004724,Hypocnemis hypoxantha,4
37,14,6004754,Pithys albifrons,1
37,14,6004758,Gymnopithys leucaspis,3
37,14,6004768,Hylophylax naevius,2
37,14,6004859,Synallaxis rutilans,1
37,14,6005005,Xenops minutus,1
37,14,6005015,Deconychura longicauda,2
37,14,6005017,Sittasomus griseicapillus,2
37,14,6005028,Dendrocolaptes certhia,1
37,14,6005034,Xiphorhynchus obsoletus,1
37,14,6005035,Xiphorhynchus ocellatus,2
37,14,6005057,Formicarius colma,1
37,14,6005554,Cyclarhis gujanensis,4
37,14,6005600,Hylophilus hypoxanthus,1
37,14,6006432,Turdus fumigatus,1
37,14,6006948,Thryothorus coraya,7
37,14,6009199,Coereba flaveola,1
37,14,6009308,Ramphocelus carbo,4
37,14,6009438,Dacnis cayana,2
37,14,6009445,Cyanerpes cyaneus,3
37,14,6009640,Saltator maxillosus,1
37,14,6009659,Psarocolius viridis,1
37,14,6009668,Cacicus cela,4
37,14,39535965,Willisornis poecilinotus,1
37,14,60032142,Myrmotherula brachyura,2
37,14,60032159,Capito niger,3
37,14,60032177,Hemitriccus zosterops,4
37,14,60032249,Xiphorhynchus guttatus,4
37,14,60032471,Ramphastos tucanus,1
37,14,60032512,Hypocnemis cantator,6
37,14,60032522,Zimmerius gracilipes,6
37,14,60032666,Trogon viridis,3
38,14,600693,Celeus grammicus,1
38,14,600862,Selenidera nattereri,1
38,14,600884,Galbula albirostris,3
38,14,600893,Galbula dea,1
38,14,600894,Jacamerops aureus,1
38,14,6001001,Pharomachrus pavoninus,1
38,14,6001659,Pionus fuscus,1
38,14,6001819,Phaethornis ruber,2
38,14,6001899,Thalurania furcata,1
38,14,6002484,Patagioenas cayennensis,1
38,14,6002488,Patagioenas plumbea,1
38,14,6002489,Patagioenas subvinacea,2
38,14,6003499,Buteo magnirostris,1
38,14,6004092,Todirostrum chrysocrotaphum,3
38,14,6004129,Tyrannulus elatus,2
38,14,6004130,Myiopagis gaimardii,1
38,14,6004131,Myiopagis caniceps,1
38,14,6004225,Tolmomyias assimilis,1
38,14,6004226,Tolmomyias poliocephalus,1
38,14,6004231,Platyrinchus coronatus,1
38,14,6004248,Terenotriccus erythrurus,1
38,14,6004375,Rhytipterna simplex,1
38,14,6004405,Ramphotrigon ruficauda,4
38,14,6004424,Conopias parvus,1
38,14,6004451,Pachyramphus marginatus,2
38,14,6004510,Xipholena punicea,1
38,14,6004536,Pipra erythrocephala,3
38,14,6004539,Pipra cornuta,4
38,14,6004540,Pipra pipra,3
38,14,6004580,Tyranneutes stolzmanni,2
38,14,6004584,Piprites chloris,1
38,14,6004613,Thamnophilus murinus,7
38,14,6004618,Thamnophilus caerulescens,4
38,14,6004657,Myrmotherula axillaris,3
38,14,6004668,Myrmotherula menetriesii,1
38,14,6004678,Herpsilochmus dorsimaculatus,1
38,14,6004707,Cercomacra tyrannina,1
38,14,6004721,Myrmoborus myotherinus,5
38,14,6004724,Hypocnemis hypoxantha,4
38,14,6004758,Gymnopithys leucaspis,1
38,14,6004768,Hylophylax naevius,1
38,14,6004773,Phlegopsis erythroptera,1
38,14,6004859,Synallaxis rutilans,3
38,14,6005005,Xenops minutus,1
38,14,6005015,Deconychura longicauda,1
38,14,6005017,Sittasomus griseicapillus,1
38,14,6005018,Glyphorynchus spirurus,4
38,14,6005034,Xiphorhynchus obsoletus,1
38,14,6005035,Xiphorhynchus ocellatus,3
38,14,6005554,Cyclarhis gujanensis,1
38,14,6005594,Hylophilus thoracicus,1
38,14,6005600,Hylophilus hypoxanthus,4
38,14,6009308,Ramphocelus carbo,2
38,14,6009371,Euphonia rufiventris,2
38,14,6009438,Dacnis cayana,2
38,14,6009445,Cyanerpes cyaneus,1
38,14,6009659,Psarocolius viridis,1
38,14,39535965,Willisornis poecilinotus,1
38,14,60031112,Momotus momota,1
38,14,60032142,Myrmotherula brachyura,2
38,14,60032159,Capito niger,1
38,14,60032177,Hemitriccus zosterops,3
38,14,60032249,Xiphorhynchus guttatus,3
38,14,60032467,Pteroglossus azara,2
38,14,60032470,Ramphastos vitellinus,12
38,14,60032471,Ramphastos tucanus,3
38,14,60032512,Hypocnemis cantator,1
38,14,60032522,Zimmerius gracilipes,3
38,14,60032666,Trogon viridis,6
38,14,60032700,Trogon violaceus,1
39,15,6001742,Zoonavena thomensis,2
39,15,6002458,Columba thomensis,1
39,15,6002493,Columba malherbii,1
39,15,6002496,Aplopelia larvata,11
39,15,6002645,Treron sanctithomae,11
39,15,6005887,Oriolus crassirostris,43
39,15,6006067,Terpsiphone atrochalybeia,25
39,15,6006766,Onychognathus fulgidus,6
39,15,6007383,Prinia molleri,70
39,15,6007434,Speirops lugubris,113
39,15,6007447,Zosterops ficedulinus,51
39,15,6008256,Nectarinia newtonii,61
39,15,6008257,Nectarinia thomensis,9
39,15,6008527,Ploceus grandis,2
39,15,6008555,Ploceus sanctithomae,61
39,15,6008797,Serinus rufobrunneus,36
39,15,60032694,Turdus olivaceofuscus,32
40,15,6001507,Agapornis pullarius,8
40,15,6001742,Zoonavena thomensis,2
40,15,6002173,Otus hartlaubi,1
40,15,6002458,Columba thomensis,1
40,15,6002493,Columba malherbii,9
40,15,6002496,Aplopelia larvata,62
40,15,6002645,Treron sanctithomae,26
40,15,6005887,Oriolus crassirostris,19
40,15,6006067,Terpsiphone atrochalybeia,50
40,15,6006766,Onychognathus fulgidus,24
40,15,6007383,Prinia molleri,139
40,15,6007434,Speirops lugubris,255
40,15,6007447,Zosterops ficedulinus,107
40,15,6008256,Nectarinia newtonii,167
40,15,6008257,Nectarinia thomensis,14
40,15,6008527,Ploceus grandis,15
40,15,6008555,Ploceus sanctithomae,149
40,15,6008656,Estrilda astrild,18
40,15,6008797,Serinus rufobrunneus,82
40,15,60032423,Milvus migrans,1
40,15,60032694,Turdus olivaceofuscus,84
41,16,6001108,Halcyon malimbica,66.69
41,16,6002493,Columba malherbii,44.7
41,16,6002496,Aplopelia larvata,27.11
41,16,6002644,Treron calvus,14.88
41,16,6006575,Horizorhinus dohrni,181.27
41,16,6007436,Speirops leucophoeus,121.51
41,16,6007447,Zosterops ficedulinus,40.45
41,16,6008251,Nectarinia olivacea,49.4
41,16,6008255,Nectarinia hartlaubii,99.48
41,16,6008510,Ploceus princeps,73.7
41,16,6008797,Serinus rufobrunneus,90.02
41,16,39462673,Psittacus erithacus,121.51
41,16,60031347,Dicrurus adsimilis,18.17
41,16,60032588,Alcedo cristata,24.53
41,16,60032695,Turdus xanthorhynchus,36.6
42,16,6001108,Halcyon malimbica,44.7
42,16,6001236,Chrysococcyx cupreus,12.18
42,16,6002493,Columba malherbii,29.96
42,16,6002496,Aplopelia larvata,29.96
42,16,6002644,Treron calvus,12.18
42,16,6006575,Horizorhinus dohrni,109.95
42,16,6007436,Speirops leucophoeus,90.02
42,16,6008251,Nectarinia olivacea,54.6
42,16,6008255,Nectarinia hartlaubii,99.48
42,16,6008510,Ploceus princeps,9.48
42,16,6008601,Nigrita bicolor,20.09
42,16,6008797,Serinus rufobrunneus,44.7
42,16,39462673,Psittacus erithacus,81.45
42,16,60031347,Dicrurus adsimilis,18.17
42,16,60032588,Alcedo cristata,16.44
81,33,600625,Dendrocopos temminckii,1
81,33,600752,Mulleripicus fulvus,1.5
81,33,600962,Penelopides exarhatus,1.17
81,33,600968,Aceros cassidix,2.67
81,33,6001039,Coracias temminckii,0.17
81,33,6001123,Todiramphus chloris,0.5
81,33,6001217,Cacomantis sepulcralis,1.33
81,33,6001224,Chrysococcyx russatus,0.5
81,33,6001242,Eudynamys melanorhynchus,0.5
81,33,6001254,Phaenicophaeus calyorhynchus,0.17
81,33,6001288,Centropus bengalensis,0.17
81,33,6001346,Trichoglossus ornatus,2.67
81,33,6001350,Trichoglossus flavoviridis,3.17
81,33,6001519,Loriculus stigmatus,3.5
81,33,6001524,Loriculus exilis,0.17
81,33,6002503,Stigmatopelia chinensis,0.17
81,33,6002637,Treron griseicauda,0.17
81,33,6002700,Ptilinopus melanospilus,6.83
81,33,6002711,Ducula forsteni,6.17
81,33,6002853,Gallirallus torquatus,0.67
81,33,6003430,Accipiter trinotatus,0.83
81,33,6004010,Pitta erythrogaster,0.5
81,33,6005350,Myza celebensis,0.17
81,33,6005448,Gerygone sulphurea,0.5
81,33,6005646,Pachycephala sulfuriventer,9.33
81,33,6005884,Oriolus chinensis,4
81,33,6005912,Coracina temminckii,0.5
81,33,6005928,Coracina typica,1
81,33,6005936,Coracina morio,2
81,33,6005952,Lalage leucopygialis,0.83
81,33,6006013,Rhipidura teysmanni,4.67
81,33,6006042,Dicrurus montanus,0.17
81,33,6006061,Hypothymis azurea,5.33
81,33,6006524,Ficedula hyperythra,0.17
81,33,6006544,Eumyias panayensis,5.33
81,33,6006570,Cyornis rufigastra,3.17
81,33,6006574,Culicicapa helianthea,5.17
81,33,6006833,Basilornis celebensis,0.17
81,33,6006842,Enodes erythrophris,5.5
81,33,6006843,Scissirostrum dubium,4.17
81,33,6007470,Zosterops chloris,0.17
81,33,6007477,Zosterops atrifrons,31.67
81,33,6007574,Bradypterus castaneus,0.33
81,33,6007834,Trichastoma celebense,7.33
81,33,6008199,Dicaeum aureolimbatum,3.5
81,33,6008211,Dicaeum nehrkorni,0.83
81,33,6008224,Dicaeum celebicum,10.5
81,33,6008234,Anthreptes malacensis,1
81,33,6008274,Nectarinia aspasia,0.5
81,33,6008276,Nectarinia jugularis,0.17
81,33,60032123,Macropygia amboinensis,5.67
81,33,60032683,Dicrurus hottentottus,1.67
82,33,600625,Dendrocopos temminckii,5
82,33,600968,Aceros cassidix,2
82,33,6001123,Todiramphus chloris,8
82,33,6001224,Chrysococcyx russatus,4
82,33,6001242,Eudynamys melanorhynchus,1
82,33,6001288,Centropus bengalensis,1
82,33,6001346,Trichoglossus ornatus,2
82,33,6001519,Loriculus stigmatus,15
82,33,6001524,Loriculus exilis,1
82,33,6001707,Collocalia esculenta,11
82,33,6001794,Hemiprocne longipennis,13
82,33,6002637,Treron griseicauda,76
82,33,6002700,Ptilinopus melanospilus,5
82,33,6002711,Ducula forsteni,7
82,33,6005448,Gerygone sulphurea,2
82,33,6005646,Pachycephala sulfuriventer,2
82,33,6005884,Oriolus chinensis,5
82,33,6005928,Coracina typica,1
82,33,6005936,Coracina morio,10
82,33,6006061,Hypothymis azurea,7
82,33,6006488,Muscicapa griseisticta,12
82,33,6006526,Ficedula rufigula,1
82,33,6006544,Eumyias panayensis,5
82,33,6006570,Cyornis rufigastra,1
82,33,6006574,Culicicapa helianthea,8
82,33,6006843,Scissirostrum dubium,158
82,33,6007470,Zosterops chloris,6
82,33,6007477,Zosterops atrifrons,33
82,33,6007834,Trichastoma celebense,4
82,33,6008199,Dicaeum aureolimbatum,4
82,33,6008211,Dicaeum nehrkorni,1
82,33,6008224,Dicaeum celebicum,39
82,33,6008234,Anthreptes malacensis,1
82,33,60032123,Macropygia amboinensis,1
82,33,60032683,Dicrurus hottentottus,4
47,18,600797,Pogoniulus pusillus,1
47,18,600986,Phoeniculus purpureus,
47,18,600994,Apaloderma narina,1
47,18,6001202,Cuculus solitarius,
47,18,6001236,Chrysococcyx cupreus,
47,18,6002126,Tauraco corythaix,
47,18,6002135,Tauraco porphyreolophus,
47,18,6002496,Aplopelia larvata,1
47,18,6005890,Oriolus larvatus,
47,18,6005924,Coracina caesia,
47,18,6006026,Dicrurus ludwigii,
47,18,6006155,Dryoscopus cubla,
47,18,6006173,Laniarius ferrugineus,
47,18,6006382,Turdus olivaceus,
47,18,6006502,Muscicapa adusta,
47,18,6006618,Cossypha natalensis,
47,18,6006630,Erythropygia signata,1
47,18,6006775,Lamprotornis nitens,
47,18,6007187,Pycnonotus barbatus,
47,18,6007222,Andropadus importunus,
47,18,6007426,Camaroptera brachyura,
47,18,6007444,Zosterops pallidus,
47,18,6008245,Anthreptes collaris,
47,18,6008251,Nectarinia olivacea,
47,18,6008253,Nectarinia veroxii,
47,18,6008266,Nectarinia amethystina,
47,18,6008522,Ploceus velatus,1
47,18,6008548,Ploceus bicolor,
47,18,60031347,Dicrurus adsimilis,
48,18,600811,Lybius torquatus,
48,18,6001088,Ceyx pictus,1
48,18,6001167,Merops pusillus,2
48,18,6001186,Colius striatus,
48,18,6001203,Cuculus clamosus,
48,18,6001235,Chrysococcyx klaas,
48,18,6001237,Chrysococcyx caprius,
48,18,6001296,Centropus superciliosus,1
48,18,6002126,Tauraco corythaix,
48,18,6002135,Tauraco porphyreolophus,
48,18,6005890,Oriolus larvatus,
48,18,6005963,Campephaga flava,
48,18,6006066,Terpsiphone viridis,
48,18,6006173,Laniarius ferrugineus,
48,18,6006218,Batis molitor,2
48,18,6006469,Melaenornis pammelaina,
48,18,6006619,Cossypha dichroa,
48,18,6006632,Erythropygia leucophrys,2
48,18,6006775,Lamprotornis nitens,
48,18,6007187,Pycnonotus barbatus,
48,18,6007343,Cisticola natalensis,
48,18,6007360,Cisticola ayresii,1
48,18,6007381,Prinia flavicans,
48,18,6007397,Apalis thoracica,
48,18,6007426,Camaroptera brachyura,
48,18,6007444,Zosterops pallidus,
48,18,6007625,Acrocephalus gracilirostris,2
48,18,6008245,Anthreptes collaris,
48,18,6008251,Nectarinia olivacea,
48,18,6008502,Ploceus ocularis,
48,18,6008507,Ploceus capensis,
48,18,6008526,Ploceus cucullatus,
48,18,6008548,Ploceus bicolor,
48,18,6008584,Euplectes orix,1
48,18,6008591,Euplectes ardens,
48,18,6008594,Euplectes progne,
48,18,6008597,Amblyospiza albifrons,
48,18,6008646,Estrilda thomensis,13
48,18,6008780,Serinus mozambicus,
48,18,60031347,Dicrurus adsimilis,
51,20,600163,Francolinus nahani,16
51,20,600784,Gymnobucco bonapartei,1
51,20,600789,Pogoniulus scolopaceus,29
51,20,600794,Pogoniulus subsulphureus,27
51,20,600795,Pogoniulus bilineatus,5
51,20,600798,Buccanodon duchaillui,8
51,20,600799,Tricholaema hirsuta,9
51,20,600817,Trachyphonus purpuratus,20
51,20,600977,Bycanistes subcylindricus,22
51,20,600994,Apaloderma narina,6
51,20,6001108,Halcyon malimbica,18
51,20,6001202,Cuculus solitarius,15
51,20,6001211,Cercococcyx mechowi,8
51,20,6001235,Chrysococcyx klaas,2
51,20,6001236,Chrysococcyx cupreus,12
51,20,6001246,Ceuthmochares aereus,1
51,20,6002143,Corythaeola cristata,3
51,20,6002456,Columba unicincta,4
51,20,6002496,Aplopelia larvata,6
51,20,6002508,Streptopelia semitorquata,1
51,20,6002531,Turtur tympanistria,6
51,20,6002809,Sarothrura pulchra,14
51,20,6005888,Oriolus brachyrhynchus,34
51,20,6005965,Campephaga quiscalina,3
51,20,6006166,Laniarius luehderi,1
51,20,6006234,Platysteira castanea,8
51,20,6006279,Stizorhina fraseri,34
51,20,6006509,Myioparus griseigularis,22
51,20,6006614,Cossypha cyanocampter,3
51,20,6006621,Cossypha niveicapilla,2
51,20,6006781,Lamprotornis splendidus,1
51,20,6007187,Pycnonotus barbatus,11
51,20,6007216,Andropadus virens,3
51,20,6007218,Andropadus gracilis,4
51,20,6007220,Andropadus curvirostris,15
51,20,6007221,Andropadus gracilirostris,7
51,20,6007223,Andropadus latirostris,31
51,20,6007234,Chlorocichla flavicollis,1
51,20,6007250,Phyllastrephus hypochloris,8
51,20,6007257,Phyllastrephus icterinus,14
51,20,6007265,Bleda syndactylus,5
51,20,6007266,Bleda eximius,7
51,20,6007268,Nicator chloris,20
51,20,6007418,Apalis cinerea,3
51,20,6007426,Camaroptera brachyura,6
51,20,6007428,Camaroptera chloronota,23
51,20,6007687,Macrosphenus flavicans,12
51,20,6007688,Macrosphenus concolor,24
51,20,6007692,Hylia prasina,29
51,20,6007706,Phylloscopus sibilatrix,16
51,20,6007857,Illadopsis albipectus,32
51,20,6007860,Illadopsis rufipennis,10
51,20,6007861,Illadopsis fulvescens,27
51,20,6008251,Nectarinia olivacea,7
51,20,6008603,Nigrita canicapillus,7
51,20,39462673,Psittacus erithacus,7
51,20,60031217,Stiphrornis erythrothorax,22
51,20,60031240,Apalis rufogularis,19
51,20,60031272,Terpsiphone rufiventer,19
52,20,600163,Francolinus nahani,13
52,20,600608,Campethera caroli,1
52,20,600784,Gymnobucco bonapartei,2
52,20,600789,Pogoniulus scolopaceus,22
52,20,600794,Pogoniulus subsulphureus,29
52,20,600795,Pogoniulus bilineatus,12
52,20,600798,Buccanodon duchaillui,8
52,20,600799,Tricholaema hirsuta,11
52,20,600817,Trachyphonus purpuratus,18
52,20,600937,Tockus alboterminatus,2
52,20,600977,Bycanistes subcylindricus,17
52,20,600990,Phoeniculus castaneiceps,1
52,20,6001106,Halcyon senegalensis,1
52,20,6001108,Halcyon malimbica,7
52,20,6001202,Cuculus solitarius,3
52,20,6001211,Cercococcyx mechowi,6
52,20,6001235,Chrysococcyx klaas,9
52,20,6001236,Chrysococcyx cupreus,10
52,20,6001296,Centropus superciliosus,2
52,20,6002143,Corythaeola cristata,8
52,20,6002456,Columba unicincta,3
52,20,6002508,Streptopelia semitorquata,3
52,20,6002530,Turtur afer,1
52,20,6002531,Turtur tympanistria,7
52,20,6002647,Treron australis,1
52,20,6002809,Sarothrura pulchra,26
52,20,6005888,Oriolus brachyrhynchus,9
52,20,6005965,Campephaga quiscalina,4
52,20,6006066,Terpsiphone viridis,6
52,20,6006173,Laniarius ferrugineus,4
52,20,6006180,Laniarius leucorhynchus,7
52,20,6006230,Platysteira cyanea,2
52,20,6006234,Platysteira castanea,9
52,20,6006279,Stizorhina fraseri,23
52,20,6006378,Turdus pelios,3
52,20,6006509,Myioparus griseigularis,11
52,20,6006510,Myioparus plumbeus,1
52,20,6006614,Cossypha cyanocampter,7
52,20,6006618,Cossypha natalensis,1
