TaxonID,Scientific Name,Scientific_name_database,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,Nocturnal,BodyMass-Value,Body_length_HBW,Body_mass_HBW,Breeding_HBW,Movement_patt_HBW
6004724,Hypocnemis hypoxantha,Hypocnemis hypoxantha,Yellow-browed Antbird,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,11.53,12,11.5,N,Not a Migrant
6004728,Gymnocichla nudiceps,Gymnocichla nudiceps,Bare-crowned Antbird,90,0,10,0,0,0,0,0,0,0,0,0,30,60,10,0,0,0,30.5,15.5,30.5,N,Not a Migrant
6004730,Percnostola rufifrons,Percnostola rufifrons,Black-headed Antbird,80,0,10,0,0,0,10,0,0,0,0,0,50,50,0,0,0,0,23.89,14.25,26.5,N,Not a Migrant
6004731,Schistocichla schistacea,Schistocichla schistacea,Slate-coloured Antbird,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,26.4,14,27,N,Not a Migrant
6004733,Schistocichla caurensis,Schistocichla caurensis,Caura Antbird,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,39.4,18.5,39,N,Not a Migrant
6004737,Myrmeciza exsul,Myrmeciza exsul,Chestnut-backed Antbird,80,0,20,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,26.5,14,27.5,N,Not a Migrant
6004738,Myrmeciza ferruginea,Myrmeciza ferruginea,Ferruginous-backed Antbird,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,26.1,14.5,26.5,N,Not a Migrant
6004741,Myrmeciza squamosa,Myrmeciza squamosa,Squamate Antbird,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,18.5,14.5,18.25,N,Not a Migrant
6004743,Myrmeciza nigricauda,Myrmeciza nigricauda,Esmeraldas Antbird,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,24,13.25,22.5,N,Not a Migrant
6004747,Myrmeciza hyperythra,Myrmeciza hyperythra,Plumbeous Antbird,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,41,17,41,N,Not a Migrant
6004751,Myrmeciza immaculata,Myrmeciza immaculata,Immaculate Antbird,70,0,30,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,47.1,18,40.5,N,Not a Migrant
6004753,Myrmeciza atrothorax,Myrmeciza atrothorax,Black-throated Antbird,90,0,10,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,16.1,13.5,16,N,Not a Migrant
6004754,Pithys albifrons,Pithys albifrons,White-plumed Antbird,90,0,10,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,19.47,12,20.5,N,Not a Migrant
6004756,Gymnopithys rufigula,Gymnopithys rufigula,Rufous-throated Antbird,90,0,10,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,29.1,12,29,N,Not a Migrant
6004758,Gymnopithys leucaspis,Gymnopithys leucaspis,Bicoloured Antbird,90,0,10,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,27.2,14,31,N,Not a Migrant
6004760,Gymnopithys salvini,Gymnopithys salvini,White-throated Antbird,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,25.9,13.25,25.9,N,Not a Migrant
6004761,Myrmornis torquata,Myrmornis torquata,Wing-banded Antbird,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,46.7,15,46.5,N,Not a Migrant
6004762,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,Hairy-crested Antbird,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,30.99,14.5,36,N,Not a Migrant
6004767,Hylophylax naevioides,Hylophylax naevioides,Spotted Antbird,80,0,20,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,17.8,11,17,N,Not a Migrant
6004768,Hylophylax naevius,Hylophylax naevius,Spot-backed Antbird,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,14.2,11,12.5,N,Not a Migrant
6004773,Phlegopsis erythroptera,Phlegopsis erythroptera,Reddish-winged Bare-eye,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,54.58,17.75,54,N,Not a Migrant
6004775,Phaenostictus mcleannani,Phaenostictus mcleannani,Ocellated Antbird,80,0,20,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,51.1,19.25,51,N,Not a Migrant
6004838,Synallaxis ruficapilla,Synallaxis ruficapilla,Rufous-capped Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,0,13.8,15,14,N,Not a Migrant
6004840,Synallaxis azarae,Synallaxis azarae,Azara's Spinetail,80,0,0,0,0,0,0,0,20,0,0,0,0,80,20,0,0,0,16.9,16,15,N,Not a Migrant
6004842,Synallaxis albescens,Synallaxis albescens,Pale-breasted Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,11.2,14.5,13,N,Full Migrant
6004844,Synallaxis brachyura,Synallaxis brachyura,Slaty Spinetail,90,0,0,0,0,0,0,0,10,0,0,0,50,50,0,0,0,0,18.3,15,18.5,N,Not a Migrant
6004845,Synallaxis albigularis,Synallaxis albigularis,Dark-breasted Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,15.4,15.5,16,N,Not a Migrant
6004849,Synallaxis macconnelli,Synallaxis macconnelli,MacConnell's Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,19.5,16,19,N,Not a Migrant
6004857,Synallaxis gujanensis,Synallaxis gujanensis,Plain-crowned Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,18.1,16,17.5,N,Not a Migrant
6004859,Synallaxis rutilans,Synallaxis rutilans,Ruddy Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,16.7,13.5,18.5,N,Not a Migrant
6004860,Synallaxis cherriei,Synallaxis cherriei,Chestnut-throated Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,40,50,10,0,0,0,16,13.5,16,N,Not a Migrant
6004861,Synallaxis unirufa,Synallaxis unirufa,Rufous Spinetail,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,17.9,17,19,N,Not a Migrant
6004872,Cranioleuca erythrops,Cranioleuca erythrops,Red-faced Spinetail,90,0,0,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0,16.9,14.5,16.5,N,Not a Migrant
6004941,Premnornis guttuliger,Premnornis guttuligera,Rusty-winged Barbtail,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,15.9,13.5,15,N,Not a Migrant
6004942,Premnoplex brunnescens,Premnoplex brunnescens,Spotted Barbtail,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,16.3,14,16.5,N,Not a Migrant
6004947,Margarornis squamiger,Margarornis squamiger,Pearled Treerunner,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,17.3,15.5,16.5,N,Not a Migrant
6004948,Lochmias nematura,Lochmias nematura,Sharp-tailed Streamcreeper,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,22,13.5,29,N,Not a Migrant
6004953,Pseudocolaptes boissonneautii,Pseudocolaptes boissonneautii,Streaked Tuftedcheek,70,0,30,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,43.9,21,49.5,N,Not a Migrant
6004957,Hyloctistes subulatus,Hyloctistes subulatus,Striped Woodhaunter,80,0,20,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,28.8,17.5,29.5,N,Not a Migrant
6004959,Syndactyla subalaris,Syndactyla subalaris,Lineated Foliage-gleaner,80,0,20,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,28.9,18,33,N,Not a Migrant
6004960,Syndactyla rufosuperciliata,Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,20,30,50,0,0,0,25.6,17.5,27.5,N,Not a Migrant
6004962,Anabacerthia variegaticeps,Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,27.8,15.5,22,N,Not a Migrant
6004965,Philydor pyrrhodes,Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,30.5,15,29.5,N,Not a Migrant
6004971,Anabacerthia amaurotis,Anabacerthia amaurotis,White-browed Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,0,19.2,15.5,23.5,N,Not a Migrant
6004972,Philydor lichtensteini,Philydor lichtensteini,Ochre-breasted Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,21,16,21,N,Not a Migrant
6004973,Philydor rufum,Philydor rufum,Buff-fronted Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,25,18.5,30.5,N,Not a Migrant
6004974,Philydor atricapillus,Philydor atricapillus,Black-capped Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0,22.2,16.5,22,N,Not a Migrant
6004979,Thripadectes ignobilis,Thripadectes ignobilis,Uniform Treehunter,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,47.2,19.5,49.5,N,Not a Migrant
6004981,Thripadectes virgaticeps,Thripadectes virgaticeps,Streak-capped Treehunter,80,0,0,0,20,0,0,0,0,0,0,0,0,100,0,0,0,0,65.8,22.5,63,N,Not a Migrant
6004983,Thripadectes holostictus,Thripadectes holostictus,Striped Treehunter,90,0,0,0,10,0,0,0,0,0,0,0,60,40,0,0,0,0,40.7,20.5,43.5,N,Not a Migrant
6004984,Thripadectes flammulatus,Thripadectes flammulatus,Flammulated Treehunter,90,0,0,0,10,0,0,0,0,0,0,0,0,100,0,0,0,0,55.89,24.5,56,N,Not a Migrant
6004986,Automolus ochrolaemus,Automolus ochrolaemus,Buff-throated Foliage-gleaner,80,0,20,0,0,0,0,0,0,0,0,0,10,70,20,0,0,0,40.2,18.5,38,N,Not a Migrant
6004988,Automolus infuscatus,Automolus infuscatus,Olive-backed Foliage-gleaner,90,0,10,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,32.9,18.5,35,N,Not a Migrant
6004989,Automolus leucophthalmus,Automolus leucophthalmus,White-eyed Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,34.5,19.5,30,N,Not a Migrant
6004993,Automolus rufipileatus,Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,90,0,10,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,34.8,18.5,34.5,N,Not a Migrant
6004995,Hylocryptus erythrocephalus,Hylocryptus erythrocephalus,Henna-hooded Foliage-gleaner,100,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,46.46,22,46.5,N,Not a Migrant
6004996,Sclerurus mexicanus,Sclerurus mexicanus,Tawny-throated Leaftosser,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,25.1,16,27,N,Not a Migrant
6004997,Sclerurus rufigularis,Sclerurus rufigularis,Short-billed Leaftosser,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,21.6,15.5,22,N,Not a Migrant
6004999,Sclerurus caudacutus,Sclerurus caudacutus,Black-tailed Leaftosser,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,36.23,17,38,N,Not a Migrant
6005000,Sclerurus scansor,Sclerurus scansor,Rufous-breasted Leaftosser,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,36.9,19,34,N,Not a Migrant
6005001,Sclerurus guatemalensis,Sclerurus guatemalensis,Scaly-throated Leaftosser,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,34.7,17,33.5,N,Not a Migrant
6005002,Heliobletus contaminatus,Heliobletus contaminatus,Sharp-billed Treehunter,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,14,12.5,14,N,Not a Migrant
6005005,Xenops minutus,Xenops minutus,Plain Xenops,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,10.6,11.5,11,N,Not a Migrant
6005009,Dendrocincla tyrannina,Dendrocincla tyrannina,Tyrannine Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,54.9,24.75,52,N,Not a Migrant
6005012,Dendrocincla anabatina,Dendrocincla anabatina,Tawny-winged Woodcreeper,70,0,20,0,0,0,0,0,0,10,0,0,40,40,20,0,0,0,34.21,18,36,N,Not a Migrant
6005013,Dendrocincla merula,Dendrocincla merula,White-chinned Woodcreeper,90,0,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,49.99,18.5,45.25,N,Not a Migrant
6005015,Deconychura longicauda,Deconychura longicauda,Long-tailed Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,23.8,19.125,25.4,N,Not a Migrant
6005016,Certhiasomus stictolaemus,Deconychura stictolaema,Spot-throated Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,18.5,17.75,16.5,N,Not a Migrant
6005017,Sittasomus griseicapillus,Sittasomus griseicapillus,Olivaceous Woodcreeper,90,0,0,0,0,0,0,0,0,10,0,0,0,0,50,50,0,0,13.12,16.25,13,N,Not a Migrant
6005018,Glyphorynchus spirurus,Glyphorynchus spirurus,Wedge-billed Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,14.6,14.5,15.75,N,Not a Migrant
6005020,Nasica longirostris,Nasica longirostris,Long-billed Woodcreeper,90,0,10,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,92,35.5,85,N,Not a Migrant
6005021,Dendrexetastes rufigula,Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,90,0,0,0,0,0,10,0,0,0,0,0,0,0,50,50,0,0,69.6,23.75,70.25,N,Not a Migrant
6005023,Hylexetastes perrotii,Hylexetastes perrotii,Red-billed Woodcreeper,90,0,0,0,10,0,0,0,0,0,0,0,0,50,50,0,0,0,103.07,27.5,115.63,N,Not a Migrant
6005024,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,90,0,0,0,10,0,0,0,0,0,0,0,0,40,60,0,0,0,93.04,30.5,131,N,Not a Migrant
6005025,Xiphocolaptes albicollis,Xiphocolaptes albicollis,White-throated Woodcreeper,80,10,0,0,10,0,0,0,0,0,0,0,0,0,100,0,0,0,118,29.75,120,N,Not a Migrant
6005028,Dendrocolaptes certhia,Dendrocolaptes certhia,Amazonian Barred Woodcreeper,80,0,20,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,68.7,27.25,64.25,N,Not a Migrant
6005030,Dendrocolaptes picumnus,Dendrocolaptes picumnus,Black-banded Woodcreeper,80,0,20,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,76.6,27.25,67.75,N,Not a Migrant
6005031,Dendrocolaptes platyrostris,Dendrocolaptes platyrostris,Planalto Woodcreeper,80,0,0,0,10,0,0,0,0,10,0,0,50,50,0,0,0,0,61.7,26,61.125,N,Not a Migrant
6005032,Dendroplex picus,Dendroplex picus,Straight-billed Woodcreeper,90,0,10,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,41.34,20,41,N,Not a Migrant
6005034,Xiphorhynchus obsoletus,Xiphorhynchus obsoletus,Striped Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,32.6,19.25,31,N,Not a Migrant
6005035,Xiphorhynchus ocellatus,Xiphorhynchus ocellatus,Ocellated Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,36.66,21.5,37,N,Not a Migrant
6005037,Xiphorhynchus elegans,Xiphorhynchus elegans,Elegant Woodcreeper,90,0,10,0,0,0,0,0,0,0,0,0,0,30,60,10,0,0,34.5,20.25,33.25,N,Not a Migrant
6005038,Xiphorhynchus pardalotus,Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,34.57,22.5,38.5,N,Not a Migrant
6005041,Xiphorhynchus flavigaster,Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,80,0,20,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,46.19,23.25,48.25,N,Not a Migrant
6005042,Xiphorhynchus lachrymosus,Xiphorhynchus lachrymosus,Black-striped Woodcreeper,90,0,10,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,56.4,23.75,58.5,N,Not a Migrant
6005043,Xiphorhynchus erythropygius,Xiphorhynchus erythropygius,Spotted Woodcreeper,70,0,20,0,0,0,0,0,0,10,0,0,0,0,50,50,0,0,46.8,21.5,45,N,Not a Migrant
6005046,Lepidocolaptes souleyetii,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25.7,19.5,28,N,Not a Migrant
6005050,Xiphorhynchus fuscus,Xiphorhynchus fuscus,Lesser Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,21.8,16.75,20.25,N,Not a Migrant
6005051,Lepidocolaptes albolineatus,Lepidocolaptes albolineatus,Lineated Woodcreeper,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,20.3,18,20.38,N,Not a Migrant
6005053,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Red-billed Scythebill,90,0,0,0,10,0,0,0,0,0,0,0,0,80,20,0,0,0,40.8,25,42.5,N,Not a Migrant
6005055,Campylorhamphus pusillus,Campylorhamphus pusillus,Brown-billed Scythebill,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,40.5,22.5,40,N,Not a Migrant
6005056,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Curve-billed Scythebill,100,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,33.5,23.75,35,N,Not a Migrant
6005057,Formicarius colma,Formicarius colma,Rufous-capped Antthrush,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,47,18,44.25,N,Not a Migrant
6005058,Formicarius analis,Formicarius analis,Black-faced Antthrush,80,0,0,0,10,0,10,0,0,0,0,0,100,0,0,0,0,0,62.19,17,58.75,N,Not a Migrant
6005060,Formicarius nigricapillus,Formicarius nigricapillus,Black-headed Antthrush,80,0,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,56.2,18,61.63,N,Not a Migrant
6005061,Formicarius rufipectus,Formicarius rufipectus,Rufous-breasted Antthrush,90,0,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,74.4,18.5,73.75,N,Not a Migrant
6005062,Chamaeza campanisona,Chamaeza campanisona,Short-tailed Antthrush,70,0,0,0,0,0,30,0,0,0,0,0,80,20,0,0,0,0,90.58,19.5,88,N,Not a Migrant
6005074,Grallaria guatimalensis,Grallaria guatimalensis,Scaled Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,94.2,17,80.48,N,Not a Migrant
6005082,Grallaria ruficapilla,Grallaria ruficapilla,Chestnut-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,82.67,18.75,82.5,N,Not a Migrant
6005089,Grallaria flavotincta,Grallaria flavotincta,Yellow-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,63,17,88.99,N,Not a Migrant
6005100,Hylopezus perspicillatus,Hylopezus perspicillatus,Spectacled Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,43,13.25,38.7,N,Not a Migrant
6005105,Myrmothera campanisona,Myrmothera campanisona,Thrush-like Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,47,15,49.88,N,Not a Migrant
6005107,Grallaricula flavirostris,Grallaricula flavirostris,Ochre-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,17.7,10,16.13,N,Not a Migrant
6005115,Conopophaga lineata,Conopophaga lineata,Rufous Gnateater,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,25.21,12.75,21.5,N,Not a Migrant
6005116,Conopophaga aurita,Conopophaga aurita,Chestnut-belted Gnateater,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,26.3,11.75,23.5,N,Not a Migrant
6005121,Conopophaga melanops,Conopophaga melanops,Black-cheeked Gnateater,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,20.1,11.25,20.1,N,Not a Migrant
6005130,Liosceles thoracicus,Liosceles thoracicus,Rusty-belted Tapaculo,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,40.47,19.5,40.5,N,Not a Migrant
6005144,Scytalopus vicinior,Scytalopus vicinior,Narino Tapaculo,100,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,23.04,12,23.05,N,Not a Migrant
6005146,Scytalopus latebricola,Scytalopus latebricola,Brown-rumped Tapaculo,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,22.7,11.5,19.44,N,Not a Migrant
6005165,Ailuroedus buccoides,Ailuroedus buccoides,White-eared Catbird,40,10,10,0,0,0,40,0,0,0,0,0,20,20,40,20,0,0,138,24.5,133.5,N,Not a Migrant
6005225,Myzomela sanguinolenta,Myzomela sanguinolenta,Scarlet Myzomela,10,0,0,0,0,0,10,80,0,0,0,0,0,0,80,20,0,0,8.34,10,8.73,N,Full Migrant
6005246,Melilestes megarhynchus,Melilestes megarhynchus,Long-billed Honeyeater,40,0,20,0,0,0,10,30,0,0,0,0,0,30,70,0,0,0,43.76,21.5,45.54,N,Not a Migrant
6005248,Glycichaera fallax,Glycichaera fallax,Green-backed Honeyeater,80,0,0,0,0,0,20,0,0,0,0,0,0,10,40,50,0,0,11.2,11.75,11,N,Not a Migrant
6005261,Meliphaga montana,Meliphaga montana,Forest Honeyeater,40,0,0,0,0,0,40,0,20,0,0,0,0,50,50,0,0,0,28.03,17.5,30.14,N,Not a Migrant
6005264,Meliphaga albonotata,Meliphaga albonotata,Scrub Honeyeater,40,0,0,0,0,0,20,40,0,0,0,0,0,70,30,0,0,0,22.4,18,27.5,N,Not a Migrant
6005265,Meliphaga aruensis,Meliphaga aruensis,Puff-backed Honeyeater,30,0,0,0,0,0,40,20,10,0,0,0,0,70,30,0,0,0,26.2,17.5,26.31,N,Not a Migrant
6005266,Meliphaga analoga,Meliphaga analoga,Mimic Honeyeater,30,0,0,0,0,0,30,20,20,0,0,0,0,0,70,30,0,0,21.57,17.5,22.63,N,Not a Migrant
6005296,Xanthotis flaviventer,Xanthotis flaviventer,Tawny-breasted Honeyeater,70,0,0,0,0,0,10,20,0,0,0,0,0,0,60,40,0,0,39.96,19.5,43.1,N,Not a Migrant
6005314,Philemon meyeri,Philemon meyeri,Meyer's Friarbird,30,0,0,0,0,0,40,30,0,0,0,0,0,0,40,60,0,0,52,22,52.75,N,Not a Migrant
6005322,Philemon buceroides,Philemon buceroides,Helmeted Friarbird,20,0,0,0,0,0,10,60,10,0,0,0,10,20,40,20,10,0,108.64,34,113.85,N,Not a Migrant
6005350,Myza celebensis,Myza celebensis,Dark-eared Myza,30,0,0,0,0,0,0,70,0,0,0,0,0,60,20,20,0,0,20,17,21,N,Not a Migrant
6005404,Crateroscelis murina,Crateroscelis murina,Rusty Mouse-warbler,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,15,12,17.25,N,Not a Migrant
6005444,Gerygone chrysogaster,Gerygone chrysogaster,Yellow-bellied Gerygone,100,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,8,10,7.38,Y,Not a Migrant
6005448,Gerygone sulphurea,Gerygone sulphurea,Golden-bellied Gerygone,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,5.6,9.95,7.38,N,Not a Migrant
6005470,Microeca flavovirescens,Microeca flavovirescens,Olive Flyrobin,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,15,13.5,15.5,N,Not a Migrant
6005493,Poecilodryas hypoleuca,Poecilodryas hypoleuca,Black-sided Robin,100,0,0,0,0,0,0,0,0,0,0,0,20,50,30,0,0,0,18,14,18,N,Not a Migrant
6005507,Irena puella,Irena puella,Asian Fairy-bluebird,10,0,0,0,0,0,80,10,0,0,0,0,0,0,50,50,0,0,64.9,23.5,63.875,N,Not a Migrant
6005511,Chloropsis sonnerati,Chloropsis sonnerati,Greater Green Leafbird,40,0,0,0,0,0,40,20,0,0,0,0,0,0,50,50,0,0,45.8,NA,NA,NA,NA
6005512,Chloropsis cyanopogon,Chloropsis cyanopogon,Lesser Green Leafbird,40,0,0,0,0,0,50,10,0,0,0,0,0,0,50,50,0,0,22,NA,NA,NA,NA
6005515,Chloropsis hardwickii,Chloropsis hardwickii,Orange-bellied Leafbird,30,0,0,0,0,0,40,30,0,0,0,0,0,50,50,0,0,0,32.29,18.4,29.61,N,Not a Migrant
6005519,Pomatostomus isidorei,Pomatostomus isidorei,New Guinea Babbler,90,0,10,0,0,0,0,0,0,0,0,0,20,60,20,0,0,0,70,25,38.5,N,Not a Migrant
6005524,Lanius tigrinus,Lanius tigrinus,Tiger Shrike,80,10,10,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,30.14,NA,NA,NA,NA
6005534,Lanius tephronotus,Lanius tephronotus,Grey-backed Shrike,80,10,10,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,46.35,22,46.5,N,Full Migrant
6005554,Cyclarhis gujanensis,Cyclarhis gujanensis,Rufous-browed Peppershrike,100,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,28.8,15,28.5,N,Not a Migrant
6005555,Cyclarhis nigrirostris,Cyclarhis nigrirostris,Black-billed Peppershrike,100,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,31.9,15.75,31.35,N,Not a Migrant
6005557,Vireolanius pulchellus,Vireolanius pulchellus,Green Shrike-vireo,80,0,0,0,0,0,20,0,0,0,0,0,0,10,10,80,0,0,24,14,26,N,Not a Migrant
6005559,Vireolanius leucotis,Vireolanius leucotis,Slaty-capped Shrike-vireo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,26,14.5,26,N,Not a Migrant
6005562,Vireo bellii,Vireo bellii,Bell's Vireo,90,0,0,0,0,0,10,0,0,0,0,0,0,50,50,0,0,0,8.5,12,8.6,N,Full Migrant
6005567,Vireo griseus,Vireo griseus,White-eyed Vireo,70,0,0,0,0,0,10,0,0,20,0,0,0,40,40,20,0,0,11.4,11.85,12.15,N,Full Migrant
6005574,Vireo hypochryseus,Vireo hypochryseus,Golden Vireo,80,0,0,0,0,0,20,0,0,0,0,0,0,30,40,30,0,0,12.2,12.5,11.45,N,Not a Migrant
6005580,Vireo plumbeus,Vireo plumbeus,Plumbeous Vireo,70,0,0,0,0,0,30,0,0,0,0,0,0,20,40,40,0,0,16.4,14.75,16.15,N,Full Migrant
6005581,Vireo solitarius,Vireo solitarius,Blue-headed Vireo,70,0,0,0,0,0,30,0,0,0,0,0,0,20,40,40,0,0,15.3,14,16.7,N,Full Migrant
6005582,Vireo flavifrons,Vireo flavifrons,Yellow-throated Vireo,70,0,0,0,0,0,30,0,0,0,0,0,0,10,50,40,0,0,18,13.9,18.2,N,Full Migrant
